,zone,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount,response,coverage,effective to date,employmentstatus,location code,marital status,months since last claim,months since policy inception,number of policies,policy,renew offer type,sales channel,vehicle size,vehicle type
2452,west region,m,high school or below,6375.08,98118.0,83.0,3,personal auto,four-door car,398.4,no,extended,2/7/11,employed,suburban,single,28.0,68.0,3.0,personal l3,offer2,branch,small,
2453,north west,f,high school or below,4254.62,11904.0,61.0,2,personal auto,two-door car,292.8,yes,basic,2/3/11,disabled,suburban,single,34.0,11.0,3.0,personal l1,offer1,web,small,a
2454,north west,m,high school or below,10010.14,66371.0,125.0,0,personal auto,suv,43.1,no,extended,1/29/11,employed,rural,married,2.0,75.0,5.0,personal l3,offer2,agent,medsize,
2455,nan,f,bachelor,5107.16,35625.0,65.0,1,special auto,four-door car,288.57,,basic,1/26/11,employed,urban,married,10.0,56.0,3.0,special l1,offer2,agent,medsize,a
2456,central,m,high school or below,2590.1,22398.0,67.0,2,personal auto,,321.6,no,basic,1/3/11,employed,suburban,married,23.0,76.0,1.0,personal l1,offer1,agent,,
2457,nan,m,bachelor,15531.79,95340.0,198.0,2,personal auto,luxury suv,808.84,,basic,2/9/11,employed,urban,married,5.0,84.0,3.0,personal l2,offer3,web,medsize,
2458,central,m,college,3837.45,21880.0,97.0,0,special auto,four-door car,424.08,no,extended,1/13/11,employed,urban,married,29.0,37.0,1.0,special l2,offer1,branch,medsize,a
2459,central,m,bachelor,7705.28,25290.0,66.0,0,personal auto,four-door car,382.09,no,basic,2/26/11,employed,suburban,single,0.0,4.0,2.0,personal l1,offer3,call center,medsize,a
2460,east,m,high school or below,3768.09,43412.0,94.0,0,personal auto,two-door car,509.72,no,extended,1/26/11,employed,suburban,married,33.0,38.0,1.0,personal l2,offer4,agent,medsize,a
2461,central,m,high school or below,5457.34,94731.0,67.0,0,personal auto,four-door car,321.6,no,basic,2/2/11,employed,suburban,married,23.0,65.0,4.0,personal l2,offer2,agent,medsize,
2462,west region,m,bachelor,10391.78,81439.0,90.0,1,personal auto,two-door car,108.12,no,extended,2/4/11,employed,rural,single,25.0,40.0,2.0,personal l2,offer2,call center,medsize,a
2463,central,f,bachelor,11315.2,11885.0,101.0,0,special auto,four-door car,484.8,yes,premium,2/16/11,disabled,suburban,divorced,18.0,39.0,2.0,special l1,offer1,agent,medsize,a
2464,north west,f,high school or below,7344.84,64371.0,181.0,0,personal auto,suv,868.8,no,premium,2/1/11,employed,suburban,married,4.0,50.0,1.0,personal l3,offer2,web,small,a
2465,north west,m,bachelor,4023.81,41833.0,103.0,0,personal auto,four-door car,643.83,no,premium,1/10/11,employed,suburban,married,28.0,43.0,1.0,personal l3,offer2,branch,medsize,
2466,central,f,college,13197.93,38144.0,68.0,3,personal auto,four-door car,326.4,yes,basic,1/27/11,unemployed,suburban,single,19.0,2.0,2.0,personal l2,offer1,agent,large,
2467,north west,f,bachelor,6238.05,38144.0,90.0,2,personal auto,four-door car,134.44,no,extended,1/4/11,unemployed,rural,married,25.0,63.0,7.0,personal l3,offer3,call center,medsize,a
2468,west region,f,high school or below,27666.3,61886.0,87.0,0,personal auto,two-door car,417.6,no,extended,2/9/11,employed,suburban,divorced,3.0,49.0,2.0,personal l3,offer2,branch,small,
2469,north west,f,college,2707.43,51455.0,67.0,0,personal auto,four-door car,11.05,no,basic,1/4/11,employed,rural,married,16.0,85.0,1.0,personal l1,offer2,agent,medsize,a
2470,east,m,college,4650.06,28215.0,65.0,0,personal auto,two-door car,468.0,yes,basic,1/10/11,retired,suburban,single,15.0,26.0,3.0,personal l3,offer1,agent,medsize,a
2471,central,f,college,5447.84,55483.0,70.0,0,personal auto,four-door car,230.91,no,basic,2/2/11,employed,urban,single,26.0,46.0,3.0,personal l1,offer4,web,medsize,
2472,central,f,bachelor,2848.56,38144.0,81.0,0,personal auto,four-door car,583.2,no,extended,2/2/11,unemployed,suburban,single,26.0,58.0,1.0,personal l3,offer1,branch,medsize,a
2473,west region,m,high school or below,8986.61,66267.0,111.0,0,personal auto,four-door car,1093.71,no,premium,1/26/11,employed,suburban,married,23.0,95.0,3.0,personal l2,offer3,web,small,
2474,nan,f,high school or below,2541.52,38144.0,71.0,0,personal auto,four-door car,511.2,,basic,2/22/11,unemployed,suburban,single,12.0,37.0,1.0,personal l3,offer4,web,small,
2475,central,m,college,18690.34,38144.0,68.0,0,personal auto,four-door car,326.4,no,basic,2/19/11,unemployed,suburban,single,6.0,94.0,2.0,personal l2,offer1,agent,small,a
2476,central,m,bachelor,4428.63,18263.0,117.0,0,personal auto,suv,758.33,no,basic,2/2/11,medical leave,suburban,married,1.0,18.0,1.0,personal l2,offer1,branch,medsize,a
2477,nan,f,bachelor,2763.52,56274.0,69.0,0,corporate auto,two-door car,384.81,,basic,2/24/11,employed,suburban,married,32.0,5.0,1.0,corporate l3,offer1,agent,medsize,
2478,west region,m,high school or below,2594.59,38144.0,70.0,1,corporate auto,four-door car,494.2,no,basic,1/23/11,unemployed,suburban,married,17.0,47.0,1.0,corporate l2,offer2,agent,medsize,
2479,central,f,bachelor,7824.49,64543.0,65.0,0,personal auto,four-door car,200.18,no,basic,2/23/11,employed,urban,married,1.0,84.0,2.0,personal l3,offer2,call center,medsize,a
2480,central,f,bachelor,7668.81,92456.0,95.0,0,special auto,four-door car,456.0,no,extended,1/26/11,employed,suburban,divorced,8.0,3.0,4.0,special l3,offer1,branch,medsize,a
2481,north west,m,high school or below,5325.72,38144.0,73.0,0,personal auto,two-door car,496.47,yes,basic,2/21/11,unemployed,suburban,married,17.0,44.0,7.0,personal l3,offer2,call center,medsize,a
2482,west region,f,college,3596.83,30694.0,91.0,1,personal auto,four-door car,436.8,no,extended,2/17/11,employed,suburban,married,22.0,23.0,1.0,personal l3,offer1,agent,small,a
2483,west region,f,high school or below,2480.53,29444.0,63.0,0,personal auto,two-door car,302.4,no,basic,1/28/11,employed,suburban,married,5.0,84.0,1.0,personal l3,offer3,call center,medsize,a
2484,east,f,bachelor,2248.45,24910.0,63.0,1,personal auto,four-door car,347.86,yes,basic,1/29/11,retired,suburban,single,7.0,63.0,1.0,personal l1,offer1,branch,medsize,
2485,north west,m,high school or below,9638.07,35230.0,61.0,1,personal auto,four-door car,16.21,no,basic,1/8/11,employed,rural,married,27.0,2.0,2.0,personal l1,offer1,call center,medsize,
2486,central,m,high school or below,5375.66,38144.0,80.0,1,personal auto,four-door car,749.13,no,extended,2/2/11,unemployed,suburban,single,13.0,57.0,4.0,personal l2,offer3,branch,medsize,
2487,central,m,college,7542.71,38144.0,111.0,0,personal auto,suv,1186.97,no,basic,1/29/11,unemployed,suburban,single,7.0,25.0,3.0,personal l2,offer3,branch,medsize,a
2488,west region,f,college,30313.31,67117.0,85.0,0,personal auto,two-door car,329.42,no,extended,1/22/11,employed,urban,single,10.0,38.0,2.0,personal l3,offer4,web,medsize,
2489,west region,f,high school or below,5979.72,57693.0,76.0,0,personal auto,,547.2,yes,extended,2/7/11,employed,suburban,divorced,16.0,56.0,3.0,personal l3,offer2,agent,,a
2490,north west,m,college,9472.96,38144.0,131.0,0,corporate auto,suv,628.8,no,extended,1/18/11,unemployed,suburban,married,4.0,49.0,9.0,corporate l2,offer4,agent,small,a
2491,north west,f,master,16301.97,19614.0,85.0,0,personal auto,two-door car,574.02,yes,extended,2/17/11,retired,suburban,married,21.0,32.0,2.0,personal l2,offer2,agent,medsize,
2492,west region,f,high school or below,30647.63,38144.0,105.0,0,personal auto,four-door car,1212.05,no,premium,2/20/11,unemployed,suburban,single,8.0,29.0,2.0,personal l2,offer1,agent,small,a
2493,central,m,bachelor,4416.21,61953.0,113.0,0,personal auto,,497.05,no,basic,1/26/11,employed,urban,divorced,5.0,63.0,1.0,personal l3,offer3,branch,,
2494,north west,m,bachelor,5510.11,61401.0,69.0,0,personal auto,four-door car,144.44,no,basic,1/10/11,employed,rural,married,8.0,77.0,3.0,personal l2,offer1,call center,medsize,a
2495,west region,m,bachelor,4865.85,21498.0,63.0,0,corporate auto,four-door car,302.4,no,basic,2/19/11,employed,suburban,married,23.0,72.0,9.0,corporate l1,offer2,agent,medsize,a
2496,west region,f,bachelor,12765.78,38144.0,117.0,0,personal auto,suv,842.4,no,basic,1/23/11,unemployed,suburban,single,13.0,47.0,2.0,personal l2,offer2,web,medsize,a
2497,north west,m,college,8657.97,68727.0,72.0,0,personal auto,four-door car,171.48,no,basic,1/17/11,employed,rural,married,15.0,49.0,2.0,personal l1,offer1,branch,medsize,a
2498,east,f,master,9079.82,20290.0,113.0,0,personal auto,suv,766.52,no,basic,2/14/11,employed,suburban,married,6.0,75.0,3.0,personal l2,offer4,agent,medsize,a
2499,north west,f,bachelor,8396.61,47593.0,72.0,0,personal auto,four-door car,344.14,no,basic,2/4/11,employed,urban,single,33.0,52.0,2.0,personal l1,offer1,call center,medsize,
2500,west region,m,high school or below,2776.63,38144.0,77.0,0,personal auto,four-door car,554.4,no,extended,1/27/11,unemployed,suburban,single,6.0,36.0,1.0,personal l3,offer2,branch,medsize,
2501,north west,f,bachelor,5657.03,38144.0,152.0,0,personal auto,suv,729.6,no,premium,2/1/11,unemployed,suburban,married,12.0,89.0,1.0,personal l3,offer1,web,small,
2502,north west,f,high school or below,6503.4,22081.0,84.0,0,special auto,two-door car,451.67,yes,extended,2/19/11,disabled,suburban,married,1.0,9.0,6.0,special l3,offer1,agent,small,a
2503,east,f,college,4103.85,82427.0,102.0,0,personal auto,suv,489.6,no,basic,2/3/11,employed,suburban,married,24.0,5.0,1.0,personal l3,offer2,agent,small,
2504,central,m,bachelor,2759.98,92296.0,69.0,0,corporate auto,two-door car,331.2,yes,basic,1/3/11,employed,suburban,married,4.0,65.0,1.0,corporate l2,offer2,agent,medsize,a
2505,north west,f,high school or below,5645.51,44162.0,71.0,0,personal auto,two-door car,160.83,no,basic,1/9/11,employed,rural,married,27.0,16.0,7.0,personal l3,offer2,agent,medsize,
2506,east,m,bachelor,4629.97,38144.0,70.0,0,personal auto,four-door car,754.95,no,basic,1/10/11,unemployed,suburban,single,23.0,32.0,7.0,personal l1,offer2,branch,large,
2507,north west,f,bachelor,5350.21,41336.0,68.0,0,personal auto,four-door car,263.09,no,basic,2/1/11,employed,urban,divorced,33.0,25.0,5.0,personal l3,offer1,agent,medsize,a
2508,central,m,high school or below,4802.48,29809.0,61.0,0,personal auto,four-door car,365.31,no,basic,1/6/11,employed,suburban,married,13.0,17.0,9.0,personal l3,offer2,call center,medsize,
2509,west region,f,high school or below,20215.39,77058.0,63.0,0,personal auto,four-door car,119.33,no,basic,2/12/11,employed,rural,divorced,16.0,42.0,2.0,personal l1,offer2,branch,medsize,a
2510,west region,m,high school or below,5879.18,85857.0,73.0,0,corporate auto,four-door car,100.62,no,basic,2/13/11,employed,rural,married,3.0,19.0,6.0,corporate l2,offer4,agent,medsize,a
2511,north west,m,college,8092.88,50825.0,102.0,0,personal auto,suv,369.61,yes,basic,2/5/11,employed,urban,married,3.0,46.0,3.0,personal l2,offer1,agent,medsize,
2512,central,m,college,13111.11,67197.0,111.0,0,special auto,suv,147.95,no,basic,1/31/11,employed,rural,single,2.0,9.0,2.0,special l2,offer1,agent,large,a
2513,central,f,bachelor,6516.21,38144.0,175.0,0,personal auto,suv,1221.14,no,premium,2/6/11,unemployed,suburban,married,12.0,60.0,1.0,personal l3,offer1,call center,small,
2514,north west,f,college,5737.5,68946.0,71.0,0,personal auto,four-door car,309.63,no,basic,1/20/11,employed,urban,married,15.0,31.0,8.0,personal l1,offer1,call center,medsize,a
2515,north west,m,bachelor,2331.33,27398.0,68.0,1,personal auto,four-door car,326.4,no,basic,2/22/11,disabled,suburban,single,4.0,39.0,1.0,personal l3,offer2,branch,medsize,a
2516,north west,f,college,11030.66,35773.0,93.0,0,personal auto,four-door car,446.4,no,extended,1/10/11,employed,suburban,married,25.0,89.0,2.0,personal l3,offer1,web,small,a
2517,west region,m,high school or below,6552.4,56188.0,86.0,3,special auto,four-door car,175.97,no,extended,1/14/11,employed,rural,married,20.0,52.0,3.0,special l2,offer2,web,large,
2518,north west,f,high school or below,8679.8,55842.0,109.0,0,personal auto,suv,703.12,no,basic,2/25/11,employed,suburban,married,4.0,26.0,3.0,personal l3,offer2,agent,medsize,a
2519,central,m,bachelor,2510.59,38144.0,70.0,0,personal auto,four-door car,522.41,no,basic,1/3/11,unemployed,suburban,single,25.0,30.0,1.0,personal l3,offer1,agent,small,a
2520,west region,m,master,5314.96,66467.0,66.0,0,personal auto,two-door car,294.71,no,basic,1/28/11,employed,urban,married,17.0,65.0,3.0,personal l2,offer4,web,medsize,
2521,north west,m,master,50568.26,82081.0,249.0,0,personal auto,luxury suv,753.76,no,extended,2/28/11,employed,urban,married,1.0,62.0,2.0,personal l1,offer2,branch,small,a
2522,north west,m,high school or below,14709.0,36670.0,189.0,0,corporate auto,luxury car,907.2,no,basic,2/18/11,employed,suburban,single,30.0,44.0,3.0,corporate l3,offer1,branch,medsize,
2523,nan,m,master,5300.69,26585.0,69.0,0,corporate auto,four-door car,308.65,,basic,2/16/11,disabled,urban,married,26.0,23.0,4.0,corporate l3,offer1,call center,large,a
2524,west region,m,high school or below,7434.25,51408.0,62.0,0,personal auto,four-door car,297.6,no,basic,2/23/11,employed,suburban,married,11.0,92.0,2.0,personal l2,offer1,agent,large,
2525,central,m,college,4582.69,19065.0,61.0,0,personal auto,two-door car,292.8,no,basic,2/13/11,medical leave,suburban,married,28.0,29.0,7.0,personal l2,offer4,call center,medsize,
2526,north west,f,college,4661.98,38144.0,68.0,1,personal auto,four-door car,489.6,no,basic,2/4/11,unemployed,suburban,single,0.0,48.0,5.0,personal l2,offer1,call center,medsize,a
2527,north west,m,college,10461.58,38144.0,155.0,0,corporate auto,sports car,1116.0,no,premium,1/27/11,unemployed,suburban,single,23.0,62.0,5.0,corporate l2,offer1,branch,medsize,
2528,central,f,college,2722.21,17576.0,71.0,0,personal auto,four-door car,398.5,yes,basic,2/2/11,medical leave,suburban,married,29.0,70.0,1.0,personal l3,offer2,call center,medsize,
2529,central,f,college,7857.3,38144.0,104.0,0,personal auto,suv,499.2,no,basic,1/29/11,unemployed,suburban,married,12.0,7.0,3.0,personal l2,offer2,web,medsize,a
2530,north west,f,college,4598.24,51523.0,116.0,0,personal auto,suv,738.84,no,basic,1/15/11,employed,suburban,married,11.0,20.0,1.0,personal l3,offer4,branch,medsize,
2531,east,m,college,2981.55,80590.0,74.0,0,corporate auto,four-door car,97.93,no,basic,1/17/11,employed,rural,married,26.0,3.0,1.0,corporate l3,offer3,branch,medsize,
2532,north west,m,high school or below,3049.84,38144.0,90.0,0,special auto,four-door car,432.0,no,extended,1/17/11,unemployed,suburban,single,14.0,36.0,1.0,special l3,offer2,branch,medsize,
2533,west region,m,college,4506.66,38144.0,66.0,0,personal auto,four-door car,316.8,no,basic,1/17/11,unemployed,suburban,single,0.0,10.0,9.0,personal l3,offer1,call center,medsize,
2534,west region,f,college,2722.21,17576.0,71.0,0,corporate auto,four-door car,398.5,yes,basic,2/2/11,medical leave,suburban,married,29.0,70.0,1.0,corporate l2,offer2,call center,medsize,
2535,north west,m,high school or below,3819.62,38144.0,111.0,0,personal auto,two-door car,799.2,no,premium,1/18/11,unemployed,suburban,single,29.0,76.0,1.0,personal l2,offer1,branch,small,
2536,central,f,college,2530.81,37811.0,63.0,0,special auto,four-door car,365.0,no,basic,2/21/11,employed,suburban,married,25.0,14.0,1.0,special l2,offer4,agent,medsize,a
2537,central,f,bachelor,5147.11,33171.0,65.0,0,personal auto,four-door car,236.64,no,basic,2/6/11,employed,urban,married,27.0,17.0,3.0,personal l3,offer2,branch,medsize,a
2538,north west,f,high school or below,4512.2,38144.0,125.0,0,corporate auto,suv,900.0,no,extended,2/25/11,unemployed,suburban,single,6.0,44.0,1.0,corporate l3,offer1,agent,small,
2539,west region,m,college,27420.81,38144.0,112.0,0,personal auto,suv,537.6,no,basic,2/27/11,unemployed,suburban,married,23.0,20.0,2.0,personal l2,offer3,branch,medsize,a
2540,west region,m,college,6198.79,24053.0,87.0,1,personal auto,four-door car,624.53,no,extended,2/18/11,medical leave,suburban,divorced,33.0,53.0,7.0,personal l2,offer2,web,medsize,a
2541,north west,f,master,19160.99,22705.0,239.0,0,personal auto,luxury suv,1294.7,yes,extended,2/20/11,employed,suburban,divorced,19.0,59.0,7.0,personal l1,offer2,agent,medsize,a
2542,west region,m,college,5012.08,48328.0,63.0,0,personal auto,two-door car,108.14,no,basic,1/3/11,employed,rural,married,22.0,12.0,7.0,personal l3,offer2,branch,small,
2543,west region,f,college,4652.91,38144.0,63.0,0,personal auto,four-door car,151.23,no,basic,1/5/11,unemployed,rural,married,21.0,23.0,7.0,personal l3,offer1,agent,medsize,
2544,central,m,college,5292.2,67899.0,66.0,1,corporate auto,four-door car,316.8,no,basic,1/10/11,employed,suburban,married,5.0,31.0,6.0,corporate l3,offer3,agent,medsize,
2545,nan,f,bachelor,8044.51,68849.0,67.0,0,corporate auto,two-door car,252.7,,basic,1/12/11,employed,urban,married,9.0,67.0,2.0,corporate l1,offer2,call center,medsize,
2546,west region,m,high school or below,4674.71,35830.0,118.0,1,corporate auto,four-door car,597.26,no,premium,2/9/11,employed,suburban,married,4.0,50.0,1.0,corporate l2,offer1,agent,small,a
2547,north west,m,college,7582.11,64801.0,64.0,0,personal auto,four-door car,268.47,yes,basic,2/3/11,employed,urban,married,23.0,19.0,2.0,personal l2,offer2,web,medsize,
2548,west region,m,bachelor,2759.98,92296.0,69.0,0,corporate auto,two-door car,331.2,yes,basic,1/3/11,employed,suburban,married,4.0,65.0,1.0,corporate l1,offer2,agent,medsize,
2549,west region,f,bachelor,1904.0,38144.0,63.0,3,personal auto,four-door car,302.4,no,basic,1/14/11,unemployed,suburban,single,22.0,7.0,1.0,personal l1,offer1,agent,medsize,a
2550,west region,f,high school or below,4428.03,58577.0,110.0,0,personal auto,suv,303.87,yes,basic,1/29/11,employed,urban,married,6.0,62.0,1.0,personal l3,offer1,agent,medsize,
2551,north west,f,college,9036.66,89382.0,112.0,0,corporate auto,four-door car,573.99,no,premium,1/7/11,employed,suburban,married,2.0,61.0,3.0,corporate l2,offer1,branch,small,
2552,central,m,bachelor,38320.82,45277.0,191.0,0,special auto,luxury suv,916.8,no,basic,1/10/11,employed,suburban,married,19.0,0.0,2.0,special l2,offer2,agent,medsize,
2553,east,f,high school or below,5122.72,58206.0,64.0,0,personal auto,four-door car,454.19,no,basic,1/17/11,employed,suburban,married,2.0,56.0,3.0,personal l2,offer3,branch,small,a
2554,north west,f,bachelor,6907.55,42790.0,87.0,0,personal auto,two-door car,290.06,no,extended,1/9/11,employed,urban,married,10.0,74.0,3.0,personal l1,offer1,branch,medsize,a
2555,west region,m,bachelor,6089.52,21832.0,84.0,0,personal auto,four-door car,403.2,no,extended,1/20/11,medical leave,suburban,single,29.0,39.0,3.0,personal l2,offer1,web,small,
